Data tragerii->,Nr.1,Nr.2,Nr.3,Nr.4,Nr.5,Nr.6
2839,38,16,26,29,28,30
2840,22,27,39,4,12,28
2841,20,40,9,32,7,23
2842,17,32,15,1,7,19
2843,43,29,34,1,32,47
2844,8,18,40,34,10,43
2845,37,46,24,18,12,27
2846,7,35,4,18,9,20
2847,37,42,14,10,5,45
2848,49,37,46,8,42,17
2849,1,32,19,40,41,2
2850,8,39,48,18,45,34
2851,11,29,20,3,43,16
2852,8,17,35,40,42,14
2853,3,33,6,23,28,35
2854,17,12,22,8,2,19
2855,9,46,16,8,43,29
2856,34,40,3,48,45,41
2857,30,13,24,9,3,20
2858,17,19,25,14,45,39
2859,8,10,18,16,31,24
2860,26,30,5,7,19,36
2861,25,12,33,1,4,39
2862,1,14,6,32,10,46
2863,18,42,10,37,27,13
2864,14,29,46,24,15,21
2865,42,43,14,22,26,45
2866,37,19,6,47,15,44
2867,18,36,20,38,16,25
2868,26,2,4,36,43,39
2869,22,27,47,18,26,24
2870,25,28,32,23,42,39
2871,17,27,31,18,38,5
2872,8,43,24,45,4,40
2873,19,7,6,2,23,48
2874,38,29,14,22,43,44
2875,8,32,33,19,20,1
2876,19,44,21,20,29,12
2877,15,19,28,7,24,9
2878,33,1,49,4,7,30
2879,26,32,17,41,38,44
2880,25,26,37,49,18,28
2881,26,34,16,12,47,32
2882,16,42,19,1,35,15
2883,37,16,29,34,22,45
2884,42,2,46,18,31,28
2885,1,16,8,26,5,25
2886,10,47,9,4,31,44
2887,4,35,12,3,7,42
2888,15,45,11,44,8,39
2889,43,31,18,24,48,41
2890,6,16,5,48,39,49
2891,37,4,30,33,6,19
2892,46,3,21,20,31,5
2893,7,43,47,6,13,42
2894,36,13,23,30,40,4
2895,43,30,39,31,3,22
2896,29,12,47,9,33,11
2897,5,8,4,14,42,39
2898,9,30,43,32,44,36
2899,38,32,12,17,46,23
2900,9,25,14,36,6,8
2901,30,9,47,23,5,10
2902,13,18,25,30,29,34
2903,23,41,2,35,40,13
2904,5,31,33,39,36,45
2905,12,32,15,2,7,25
2906,14,11,21,16,5,10
2907,3,18,40,24,36,14
2908,32,18,16,21,10,35
2909,19,41,25,21,2,47
2910,11,6,24,46,44,43
2911,42,2,20,35,22,46
2912,32,19,5,10,34,23
2913,39,7,44,9,5,43
2914,14,44,12,39,40,9
2915,36,47,33,39,34,3
2916,12,20,11,17,26,39
2917,33,41,28,25,2,30
2918,23,18,41,8,25,45
2919,15,11,37,4,47,9
2920,21,49,13,14,38,20
2921,39,4,35,36,33,6
2922,41,23,12,48,32,43
2923,12,33,30,7,17,49
2924,43,5,22,34,11,42
2925,48,24,23,34,28,49
2926,24,23,28,45,49,7
2927,21,38,2,10,34,39
2928,36,44,35,17,30,26
2929,6,17,33,12,16,1
2930,44,11,45,46,33,19
2931,26,2,32,23,28,11
2932,34,43,20,21,14,13
2933,18,40,27,33,5,48
2934,14,46,12,43,41,3
2935,25,20,22,40,6,44
2936,15,14,7,49,19,37
2937,22,16,11,44,28,20
2938,26,6,4,10,29,7
2939,1,23,33,48,2,35
2940,41,32,40,36,28,31
2941,14,19,3,22,15,46
2942,35,20,12,7,9,47
2943,38,24,36,15,1,26
2944,32,8,21,19,10,26
2945,3,48,22,29,31,44
2946,30,22,14,36,41,46
2947,19,29,6,36,38,45
2948,19,35,42,7,5,33
2949,7,32,38,39,27,21
2950,43,3,30,4,7,45
2951,46,18,5,15,41,28
2952,40,17,16,26,15,32
2953,16,48,41,25,11,20
2954,9,4,8,49,25,42
2955,44,11,19,12,45,18
2956,16,6,28,46,12,17
2957,26,38,11,44,14,37
2958,11,16,12,35,17,36
2959,19,31,23,1,43,39
2960,3,36,13,5,11,34
2961,30,17,23,32,42,48
2962,38,42,17,39,45,37
2963,6,7,38,3,32,18
2964,9,25,29,42,13,3
2965,21,32,49,24,7,14
2966,39,36,5,3,25,10
2967,18,45,17,21,42,27
2968,15,17,1,23,21,3
2969,19,21,35,30,13,22
2970,18,40,6,39,2,32
2971,40,43,5,21,14,34
2972,48,18,22,27,46,15
2973,48,43,25,13,49,44
2974,3,25,7,10,5,18
2975,20,27,12,36,2,15
2976,42,6,21,35,14,37
2977,10,7,4,47,21,26
